Type,Object,count,Group,Items,NItems,Proportion
minecraft:smelting,purple_glazed_terracotta,1,,['purple_terracotta'],[1],[1.0]
minecraft:crafting_shaped,purple_stained_glass,8,stained_glass,"['glass', 'purple_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,purple_stained_glass_pane,16,stained_glass_pane,['purple_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,purple_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'purple_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,purple_terracotta,8,stained_terracotta,"['terracotta', 'purple_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,purple_wool,1,wool,"['purple_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,purpur_block,4,,['popped_chorus_fruit'],[4],[1.0]
minecraft:crafting_shaped,purpur_pillar,1,,['purpur_slab'],[2],[1.0]
minecraft:stonecutting,purpur_pillar,1,,['purpur_block'],[1],[1.0]
minecraft:crafting_shaped,purpur_slab,6,,"[['purpur_block', 'purpur_pillar']]",[3],[1.0]
minecraft:stonecutting,purpur_slab,1,,['purpur_block'],[1],[1.0]
minecraft:crafting_shaped,purpur_stairs,4,,"[['purpur_block', 'purpur_pillar']]",[6],[1.0]
minecraft:stonecutting,purpur_stairs,1,,['purpur_block'],[1],[1.0]
minecraft:smelting,quartz,1,,['nether_quartz_ore'],[1],[1.0]
minecraft:crafting_shaped,quartz_block,1,,['quartz'],[4],[1.0]
minecraft:crafting_shaped,quartz_bricks,4,,['quartz_block'],[4],[1.0]
minecraft:stonecutting,quartz_bricks,1,,['quartz_block'],[1],[1.0]
minecraft:blasting,quartz,1,,['nether_quartz_ore'],[1],[1.0]
minecraft:crafting_shaped,quartz_pillar,2,,['quartz_block'],[2],[1.0]
minecraft:stonecutting,quartz_pillar,1,,['quartz_block'],[1],[1.0]
minecraft:crafting_shaped,quartz_slab,6,,"[['chiseled_quartz_block', 'quartz_block', 'quartz_pillar']]",[3],[1.0]
minecraft:stonecutting,quartz_slab,1,,['quartz_block'],[1],[1.0]
minecraft:crafting_shaped,quartz_stairs,4,,"[['chiseled_quartz_block', 'quartz_block', 'quartz_pillar']]",[6],[1.0]
minecraft:stonecutting,quartz_stairs,1,,['quartz_block'],[1],[1.0]
minecraft:crafting_shapeless,rabbit_stew,1,rabbit_stew,"['baked_potato', 'cooked_rabbit', 'bowl', 'carrot', 'brown_mushroom']","[1, 1, 1, 1, 1]","[0.2, 0.2, 0.2, 0.2, 0.2]"
minecraft:crafting_shapeless,rabbit_stew,1,rabbit_stew,"['baked_potato', 'cooked_rabbit', 'bowl', 'carrot', 'red_mushroom']","[1, 1, 1, 1, 1]","[0.2, 0.2, 0.2, 0.2, 0.2]"
minecraft:crafting_shaped,rail,16,,"['stick', 'iron_ingot']","[1, 6]","[0.14285714285714285, 0.8571428571428571]"
minecraft:crafting_shapeless,raw_copper,9,,['raw_copper_block'],[1],[1.0]
minecraft:crafting_shaped,raw_copper_block,1,,['raw_copper'],[9],[1.0]
minecraft:crafting_shapeless,raw_gold,9,,['raw_gold_block'],[1],[1.0]
minecraft:crafting_shaped,raw_gold_block,1,,['raw_gold'],[9],[1.0]
minecraft:crafting_shapeless,raw_iron,9,,['raw_iron_block'],[1],[1.0]
minecraft:crafting_shaped,raw_iron_block,1,,['raw_iron'],[9],[1.0]
minecraft:crafting_shaped,recovery_compass,1,,"['compass', 'echo_shard']","[1, 8]","[0.1111111111111111, 0.8888888888888888]"
minecraft:crafting_shapeless,redstone,9,,['redstone_block'],[1],[1.0]
minecraft:crafting_shaped,redstone_block,1,,['redstone'],[9],[1.0]
minecraft:blasting,redstone,1,redstone,['deepslate_redstone_ore'],[1],[1.0]
minecraft:blasting,redstone,1,redstone,['redstone_ore'],[1],[1.0]
minecraft:smelting,redstone,1,redstone,['deepslate_redstone_ore'],[1],[1.0]
minecraft:smelting,redstone,1,redstone,['redstone_ore'],[1],[1.0]
minecraft:crafting_shaped,redstone_lamp,1,,"['glowstone', 'redstone']","[1, 4]","[0.2, 0.8]"
minecraft:crafting_shaped,redstone_torch,1,,"['stick', 'redstone']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,red_banner,1,banner,"['red_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,red_bed,1,bed,"['red_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,red_bed,1,dyed_bed,"['white_bed', 'red_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,red_candle,1,dyed_candle,"['candle', 'red_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,red_carpet,3,carpet,['red_wool'],[2],[1.0]
minecraft:crafting_shaped,red_carpet,8,carpet,"['white_carpet', 'red_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,red_concrete_powder,8,concrete_powder,"['red_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,red_dye,1,red_dye,['beetroot'],[1],[1.0]
minecraft:crafting_shapeless,red_dye,1,red_dye,['poppy'],[1],[1.0]
minecraft:crafting_shapeless,red_dye,2,red_dye,['rose_bush'],[1],[1.0]
minecraft:crafting_shapeless,red_dye,1,red_dye,['red_tulip'],[1],[1.0]
minecraft:smelting,red_glazed_terracotta,1,,['red_terracotta'],[1],[1.0]
minecraft:crafting_shaped,red_nether_bricks,1,,"['nether_brick', 'nether_wart']","[2, 2]","[0.5, 0.5]"
minecraft:crafting_shaped,red_nether_brick_slab,6,,['red_nether_bricks'],[3],[1.0]
minecraft:stonecutting,red_nether_brick_slab,1,,['red_nether_bricks'],[1],[1.0]
minecraft:crafting_shaped,red_nether_brick_stairs,4,,['red_nether_bricks'],[6],[1.0]
minecraft:stonecutting,red_nether_brick_stairs,1,,['red_nether_bricks'],[1],[1.0]
minecraft:crafting_shaped,red_nether_brick_wall,6,,['red_nether_bricks'],[6],[1.0]
minecraft:stonecutting,red_nether_brick_wall,1,,['red_nether_bricks'],[1],[1.0]
minecraft:crafting_shaped,red_sandstone,1,,['red_sand'],[4],[1.0]
minecraft:crafting_shaped,red_sandstone_slab,6,,"[['red_sandstone', 'chiseled_red_sandstone']]",[3],[1.0]
minecraft:stonecutting,red_sandstone_slab,1,,['red_sandstone'],[1],[1.0]
minecraft:crafting_shaped,red_sandstone_stairs,4,,"[['red_sandstone', 'chiseled_red_sandstone', 'cut_red_sandstone']]",[6],[1.0]
minecraft:stonecutting,red_sandstone_stairs,1,,['red_sandstone'],[1],[1.0]
minecraft:crafting_shaped,red_sandstone_wall,6,,['red_sandstone'],[6],[1.0]
minecraft:stonecutting,red_sandstone_wall,1,,['red_sandstone'],[1],[1.0]
minecraft:crafting_shaped,red_stained_glass,8,stained_glass,"['glass', 'red_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,red_stained_glass_pane,16,stained_glass_pane,['red_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,red_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'red_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,red_terracotta,8,stained_terracotta,"['terracotta', 'red_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,red_wool,1,wool,"['red_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,repeater,1,,"['redstone_torch', 'stone', 'redstone']","[2, 3, 1]","[0.3333333333333333, 0.5, 0.16666666666666666]"
minecraft:crafting_shaped,respawn_anchor,1,,"['glowstone', 'crying_obsidian']","[3, 6]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,sandstone,1,,['sand'],[4],[1.0]
minecraft:crafting_shaped,sandstone_slab,6,,"[['sandstone', 'chiseled_sandstone']]",[3],[1.0]
minecraft:stonecutting,sandstone_slab,1,,['sandstone'],[1],[1.0]
minecraft:crafting_shaped,sandstone_stairs,4,,"[['sandstone', 'chiseled_sandstone', 'cut_sandstone']]",[6],[1.0]
minecraft:stonecutting,sandstone_stairs,1,,['sandstone'],[1],[1.0]
minecraft:crafting_shaped,sandstone_wall,6,,['sandstone'],[6],[1.0]
minecraft:stonecutting,sandstone_wall,1,,['sandstone'],[1],[1.0]
minecraft:crafting_shaped,scaffolding,6,,"['bamboo', 'string']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,sea_lantern,1,,"['prismarine_crystals', 'prismarine_shard']","[5, 4]","[0.5555555555555556, 0.4444444444444444]"
minecraft:crafting_shaped,shears,1,,['iron_ingot'],[2],[1.0]
minecraft:crafting_shaped,shield,1,,"['planks', 'iron_ingot']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,shulker_box,1,,"['chest', 'shulker_shell']","[1, 2]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shapeless,skull_banner_pattern,1,,"['paper', 'wither_skeleton_skull']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,slime_ball,9,,['slime_block'],[1],[1.0]
minecraft:crafting_shaped,slime_block,1,,['slime_ball'],[9],[1.0]
minecraft:crafting_shaped,smithing_table,1,,"['planks', 'iron_ingot']","[4, 2]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shaped,smoker,1,,"['logs', 'furnace']","[4, 1]","[0.8, 0.2]"
minecraft:smelting,smooth_basalt,1,,['basalt'],[1],[1.0]
minecraft:smelting,smooth_quartz,1,,['quartz_block'],[1],[1.0]
minecraft:crafting_shaped,smooth_quartz_slab,6,,['smooth_quartz'],[3],[1.0]
minecraft:stonecutting,smooth_quartz_slab,1,,['smooth_quartz'],[1],[1.0]
minecraft:crafting_shaped,smooth_quartz_stairs,4,,['smooth_quartz'],[6],[1.0]
minecraft:stonecutting,smooth_quartz_stairs,1,,['smooth_quartz'],[1],[1.0]
minecraft:smelting,smooth_red_sandstone,1,,['red_sandstone'],[1],[1.0]
minecraft:crafting_shaped,smooth_red_sandstone_slab,6,,['smooth_red_sandstone'],[3],[1.0]
minecraft:stonecutting,smooth_red_sandstone_slab,1,,['smooth_red_sandstone'],[1],[1.0]
minecraft:crafting_shaped,smooth_red_sandstone_stairs,4,,['smooth_red_sandstone'],[6],[1.0]
minecraft:stonecutting,smooth_red_sandstone_stairs,1,,['smooth_red_sandstone'],[1],[1.0]
minecraft:smelting,smooth_sandstone,1,,['sandstone'],[1],[1.0]
minecraft:crafting_shaped,smooth_sandstone_slab,6,,['smooth_sandstone'],[3],[1.0]
minecraft:stonecutting,smooth_sandstone_slab,1,,['smooth_sandstone'],[1],[1.0]
minecraft:crafting_shaped,smooth_sandstone_stairs,4,,['smooth_sandstone'],[6],[1.0]
minecraft:stonecutting,smooth_sandstone_stairs,1,,['smooth_sandstone'],[1],[1.0]
minecraft:smelting,smooth_stone,1,,['stone'],[1],[1.0]
minecraft:crafting_shaped,smooth_stone_slab,6,,['smooth_stone'],[3],[1.0]
minecraft:stonecutting,smooth_stone_slab,1,,['smooth_stone'],[1],[1.0]
minecraft:crafting_shaped,snow,6,,['snow_block'],[3],[1.0]
minecraft:crafting_shaped,snow_block,1,,['snowball'],[4],[1.0]
minecraft:crafting_shaped,soul_campfire,1,,"['soul_fire_base_blocks', 'logs', 'stick']","[1, 3, 3]","[0.14285714285714285, 0.42857142857142855, 0.42857142857142855]"
minecraft:crafting_shaped,soul_lantern,1,,"['soul_torch', 'iron_nugget']","[1, 8]","[0.1111111111111111, 0.8888888888888888]"
minecraft:crafting_shaped,soul_torch,4,,"['stick', 'soul_fire_base_blocks', ['coal', 'charcoal']]","[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
minecraft:crafting_shaped,spectral_arrow,2,,"['glowstone_dust', 'arrow']","[4, 1]","[0.8, 0.2]"
minecraft:smelting,sponge,1,,['wet_sponge'],[1],[1.0]
minecraft:crafting_shaped,spruce_boat,1,boat,['spruce_planks'],[5],[1.0]
minecraft:crafting_shapeless,spruce_button,1,wooden_button,['spruce_planks'],[1],[1.0]
minecraft:crafting_shapeless,spruce_chest_boat,1,chest_boat,"['chest', 'spruce_boat']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,spruce_door,3,wooden_door,['spruce_planks'],[6],[1.0]
minecraft:crafting_shaped,spruce_fence,3,wooden_fence,"['stick', 'spruce_planks']","[2, 4]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,spruce_fence_gate,1,wooden_fence_gate,"['stick', 'spruce_planks']","[4, 2]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shapeless,spruce_planks,4,planks,['spruce_logs'],[1],[1.0]
minecraft:crafting_shaped,spruce_pressure_plate,1,wooden_pressure_plate,['spruce_planks'],[2],[1.0]
minecraft:crafting_shaped,spruce_sign,3,wooden_sign,"['spruce_planks', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,spruce_slab,6,wooden_slab,['spruce_planks'],[3],[1.0]
minecraft:crafting_shaped,spruce_stairs,4,wooden_stairs,['spruce_planks'],[6],[1.0]
minecraft:crafting_shaped,spruce_trapdoor,2,wooden_trapdoor,['spruce_planks'],[6],[1.0]
minecraft:crafting_shaped,spruce_wood,3,bark,['spruce_log'],[4],[1.0]
minecraft:crafting_shaped,spyglass,1,,"['amethyst_shard', 'copper_ingot']","[1, 2]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,stick,4,sticks,['planks'],[2],[1.0]
minecraft:crafting_shaped,sticky_piston,1,,"['piston', 'slime_ball']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,stick,1,sticks,['bamboo'],[2],[1.0]
minecraft:smelting,stone,1,,['cobblestone'],[1],[1.0]
minecraft:crafting_shaped,stonecutter,1,,"['stone', 'iron_ingot']","[3, 1]","[0.75, 0.25]"
minecraft:crafting_shaped,stone_axe,1,,"['stick', 'stone_tool_materials']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,stone_bricks,4,,['stone'],[4],[1.0]
minecraft:stonecutting,stone_bricks,1,,['stone'],[1],[1.0]
minecraft:crafting_shaped,stone_brick_slab,6,,['stone_bricks'],[3],[1.0]
minecraft:stonecutting,stone_brick_slab,1,,['stone_bricks'],[1],[1.0]
minecraft:stonecutting,stone_brick_slab,1,,['stone'],[1],[1.0]
minecraft:crafting_shaped,stone_brick_stairs,4,,['stone_bricks'],[6],[1.0]
minecraft:stonecutting,stone_brick_stairs,1,,['stone_bricks'],[1],[1.0]
minecraft:stonecutting,stone_brick_stairs,1,,['stone'],[1],[1.0]
minecraft:crafting_shaped,stone_brick_wall,6,,['stone_bricks'],[6],[1.0]
minecraft:stonecutting,stone_brick_wall,1,,['stone'],[1],[1.0]
minecraft:stonecutting,stone_brick_wall,1,,['stone_bricks'],[1],[1.0]
minecraft:crafting_shapeless,stone_button,1,,['stone'],[1],[1.0]
minecraft:crafting_shaped,stone_hoe,1,,"['stick', 'stone_tool_materials']","[2, 2]","[0.5, 0.5]"
minecraft:crafting_shaped,stone_pickaxe,1,,"['stick', 'stone_tool_materials']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,stone_pressure_plate,1,,['stone'],[2],[1.0]
minecraft:crafting_shaped,stone_shovel,1,,"['stick', 'stone_tool_materials']","[2, 1]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shaped,stone_slab,6,,['stone'],[3],[1.0]
minecraft:stonecutting,stone_slab,1,,['stone'],[1],[1.0]
minecraft:crafting_shaped,stone_stairs,4,,['stone'],[6],[1.0]
minecraft:stonecutting,stone_stairs,1,,['stone'],[1],[1.0]
minecraft:crafting_shaped,stone_sword,1,,"['stick', 'stone_tool_materials']","[1, 2]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,stripped_acacia_wood,3,bark,['stripped_acacia_log'],[4],[1.0]
minecraft:crafting_shaped,stripped_birch_wood,3,bark,['stripped_birch_log'],[4],[1.0]
minecraft:crafting_shaped,stripped_crimson_hyphae,3,bark,['stripped_crimson_stem'],[4],[1.0]
minecraft:crafting_shaped,stripped_dark_oak_wood,3,bark,['stripped_dark_oak_log'],[4],[1.0]
minecraft:crafting_shaped,stripped_jungle_wood,3,bark,['stripped_jungle_log'],[4],[1.0]
minecraft:crafting_shaped,stripped_mangrove_wood,3,bark,['stripped_mangrove_log'],[4],[1.0]
minecraft:crafting_shaped,stripped_oak_wood,3,bark,['stripped_oak_log'],[4],[1.0]
minecraft:crafting_shaped,stripped_spruce_wood,3,bark,['stripped_spruce_log'],[4],[1.0]
minecraft:crafting_shaped,stripped_warped_hyphae,3,bark,['stripped_warped_stem'],[4],[1.0]
minecraft:crafting_shapeless,sugar,3,sugar,['honey_bottle'],[1],[1.0]
minecraft:crafting_shapeless,sugar,1,sugar,['sugar_cane'],[1],[1.0]
minecraft:crafting_shaped,target,1,,"['hay_block', 'redstone']","[1, 4]","[0.2, 0.8]"
minecraft:smelting,terracotta,1,,['clay'],[1],[1.0]
minecraft:crafting_shaped,tinted_glass,2,,"['glass', 'amethyst_shard']","[1, 4]","[0.2, 0.8]"
minecraft:crafting_shaped,tnt,1,,"[['sand', 'red_sand'], 'gunpowder']","[4, 5]","[0.4444444444444444, 0.5555555555555556]"
minecraft:crafting_shapeless,tnt_minecart,1,,"['tnt', 'minecart']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,torch,4,,"['stick', ['coal', 'charcoal']]","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,trapped_chest,1,,"['chest', 'tripwire_hook']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,tripwire_hook,2,,"['planks', 'iron_ingot', 'stick']","[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
minecraft:crafting_shaped,turtle_helmet,1,,['scute'],[5],[1.0]
minecraft:crafting_shapeless,warped_button,1,wooden_button,['warped_planks'],[1],[1.0]
minecraft:crafting_shaped,warped_door,3,wooden_door,['warped_planks'],[6],[1.0]
minecraft:crafting_shaped,warped_fence,3,wooden_fence,"['stick', 'warped_planks']","[2, 4]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shaped,warped_fence_gate,1,wooden_fence_gate,"['stick', 'warped_planks']","[4, 2]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shaped,warped_fungus_on_a_stick,1,,"['fishing_rod', 'warped_fungus']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,warped_hyphae,3,bark,['warped_stem'],[4],[1.0]
minecraft:crafting_shapeless,warped_planks,4,planks,['warped_stems'],[1],[1.0]
minecraft:crafting_shaped,warped_pressure_plate,1,wooden_pressure_plate,['warped_planks'],[2],[1.0]
minecraft:crafting_shaped,warped_sign,3,wooden_sign,"['warped_planks', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,warped_slab,6,wooden_slab,['warped_planks'],[3],[1.0]
minecraft:crafting_shaped,warped_stairs,4,wooden_stairs,['warped_planks'],[6],[1.0]
minecraft:crafting_shaped,warped_trapdoor,2,wooden_trapdoor,['warped_planks'],[6],[1.0]
minecraft:crafting_shapeless,waxed_copper_block,1,waxed_copper_block,"['copper_block', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,waxed_cut_copper,4,waxed_cut_copper,['waxed_copper_block'],[4],[1.0]
minecraft:crafting_shapeless,waxed_cut_copper,1,waxed_cut_copper,"['cut_copper', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_cut_copper,1,,['waxed_copper_block'],[1],[1.0]
minecraft:crafting_shaped,waxed_cut_copper_slab,6,waxed_cut_copper_slab,['waxed_cut_copper'],[3],[1.0]
minecraft:crafting_shapeless,waxed_cut_copper_slab,1,waxed_cut_copper_slab,"['cut_copper_slab', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_cut_copper_slab,1,,['waxed_copper_block'],[1],[1.0]
minecraft:stonecutting,waxed_cut_copper_slab,1,,['waxed_cut_copper'],[1],[1.0]
minecraft:crafting_shaped,waxed_cut_copper_stairs,4,waxed_cut_copper_stairs,['waxed_cut_copper'],[6],[1.0]
minecraft:crafting_shapeless,waxed_cut_copper_stairs,1,waxed_cut_copper_stairs,"['cut_copper_stairs', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_cut_copper_stairs,1,,['waxed_copper_block'],[1],[1.0]
minecraft:stonecutting,waxed_cut_copper_stairs,1,,['waxed_cut_copper'],[1],[1.0]
minecraft:crafting_shapeless,waxed_exposed_copper,1,waxed_exposed_copper,"['exposed_copper', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,waxed_exposed_cut_copper,4,waxed_exposed_cut_copper,['waxed_exposed_copper'],[4],[1.0]
minecraft:crafting_shapeless,waxed_exposed_cut_copper,1,waxed_exposed_cut_copper,"['exposed_cut_copper', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_exposed_cut_copper,1,,['waxed_exposed_copper'],[1],[1.0]
minecraft:crafting_shaped,waxed_exposed_cut_copper_slab,6,waxed_exposed_cut_copper_slab,['waxed_exposed_cut_copper'],[3],[1.0]
minecraft:crafting_shapeless,waxed_exposed_cut_copper_slab,1,waxed_exposed_cut_copper_slab,"['exposed_cut_copper_slab', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_exposed_cut_copper_slab,1,,['waxed_exposed_copper'],[1],[1.0]
minecraft:stonecutting,waxed_exposed_cut_copper_slab,1,,['waxed_exposed_cut_copper'],[1],[1.0]
minecraft:crafting_shaped,waxed_exposed_cut_copper_stairs,4,waxed_exposed_cut_copper_stairs,['waxed_exposed_cut_copper'],[6],[1.0]
minecraft:crafting_shapeless,waxed_exposed_cut_copper_stairs,1,waxed_exposed_cut_copper_stairs,"['exposed_cut_copper_stairs', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_exposed_cut_copper_stairs,1,,['waxed_exposed_copper'],[1],[1.0]
minecraft:stonecutting,waxed_exposed_cut_copper_stairs,1,,['waxed_exposed_cut_copper'],[1],[1.0]
minecraft:crafting_shapeless,waxed_oxidized_copper,1,waxed_oxidized_copper,"['oxidized_copper', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,waxed_oxidized_cut_copper,4,waxed_oxidized_cut_copper,['waxed_oxidized_copper'],[4],[1.0]
minecraft:crafting_shapeless,waxed_oxidized_cut_copper,1,waxed_oxidized_cut_copper,"['oxidized_cut_copper', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_oxidized_cut_copper,1,,['waxed_oxidized_copper'],[1],[1.0]
minecraft:crafting_shaped,waxed_oxidized_cut_copper_slab,6,waxed_oxidized_cut_copper_slab,['waxed_oxidized_cut_copper'],[3],[1.0]
minecraft:crafting_shapeless,waxed_oxidized_cut_copper_slab,1,waxed_oxidized_cut_copper_slab,"['oxidized_cut_copper_slab', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_oxidized_cut_copper_slab,1,,['waxed_oxidized_copper'],[1],[1.0]
minecraft:stonecutting,waxed_oxidized_cut_copper_slab,1,,['waxed_oxidized_cut_copper'],[1],[1.0]
minecraft:crafting_shaped,waxed_oxidized_cut_copper_stairs,4,waxed_oxidized_cut_copper_stairs,['waxed_oxidized_cut_copper'],[6],[1.0]
minecraft:crafting_shapeless,waxed_oxidized_cut_copper_stairs,1,waxed_oxidized_cut_copper_stairs,"['oxidized_cut_copper_stairs', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_oxidized_cut_copper_stairs,1,,['waxed_oxidized_copper'],[1],[1.0]
minecraft:stonecutting,waxed_oxidized_cut_copper_stairs,1,,['waxed_oxidized_cut_copper'],[1],[1.0]
minecraft:crafting_shapeless,waxed_weathered_copper,1,waxed_weathered_copper,"['weathered_copper', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,waxed_weathered_cut_copper,4,waxed_weathered_cut_copper,['waxed_weathered_copper'],[4],[1.0]
minecraft:crafting_shapeless,waxed_weathered_cut_copper,1,waxed_weathered_cut_copper,"['weathered_cut_copper', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_weathered_cut_copper,1,,['waxed_weathered_copper'],[1],[1.0]
minecraft:crafting_shaped,waxed_weathered_cut_copper_slab,6,waxed_weathered_cut_copper_slab,['waxed_weathered_cut_copper'],[3],[1.0]
minecraft:crafting_shapeless,waxed_weathered_cut_copper_slab,1,waxed_weathered_cut_copper_slab,"['weathered_cut_copper_slab', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_weathered_cut_copper_slab,1,,['waxed_weathered_copper'],[1],[1.0]
minecraft:stonecutting,waxed_weathered_cut_copper_slab,1,,['waxed_weathered_cut_copper'],[1],[1.0]
minecraft:crafting_shaped,waxed_weathered_cut_copper_stairs,4,waxed_weathered_cut_copper_stairs,['waxed_weathered_cut_copper'],[6],[1.0]
minecraft:crafting_shapeless,waxed_weathered_cut_copper_stairs,1,waxed_weathered_cut_copper_stairs,"['weathered_cut_copper_stairs', 'honeycomb']","[1, 1]","[0.5, 0.5]"
minecraft:stonecutting,waxed_weathered_cut_copper_stairs,1,,['waxed_weathered_copper'],[1],[1.0]
minecraft:stonecutting,waxed_weathered_cut_copper_stairs,1,,['waxed_weathered_cut_copper'],[1],[1.0]
minecraft:crafting_shaped,weathered_cut_copper,4,,['weathered_copper'],[4],[1.0]
minecraft:stonecutting,weathered_cut_copper,1,,['weathered_copper'],[1],[1.0]
minecraft:crafting_shaped,weathered_cut_copper_slab,6,,['weathered_cut_copper'],[3],[1.0]
minecraft:stonecutting,weathered_cut_copper_slab,1,,['weathered_copper'],[1],[1.0]
minecraft:stonecutting,weathered_cut_copper_slab,1,,['weathered_cut_copper'],[1],[1.0]
minecraft:crafting_shaped,weathered_cut_copper_stairs,4,,['weathered_cut_copper'],[6],[1.0]
minecraft:stonecutting,weathered_cut_copper_stairs,1,,['weathered_copper'],[1],[1.0]
minecraft:stonecutting,weathered_cut_copper_stairs,1,,['weathered_cut_copper'],[1],[1.0]
minecraft:crafting_shapeless,wheat,9,,['hay_block'],[1],[1.0]
minecraft:crafting_shaped,white_banner,1,banner,"['white_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,white_bed,1,bed,"['white_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,white_candle,1,dyed_candle,"['candle', 'white_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,white_carpet,3,carpet,['white_wool'],[2],[1.0]
minecraft:crafting_shapeless,white_concrete_powder,8,concrete_powder,"['white_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,white_dye,1,white_dye,['bone_meal'],[1],[1.0]
minecraft:crafting_shapeless,white_dye,1,white_dye,['lily_of_the_valley'],[1],[1.0]
minecraft:smelting,white_glazed_terracotta,1,,['white_terracotta'],[1],[1.0]
minecraft:crafting_shaped,white_stained_glass,8,stained_glass,"['glass', 'white_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
